#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0018193	Peptidyl-amino acid modification	8	823	0.7	0.0082	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000019911,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000107641,10090.ENSMUSP00000113070	Spi1,Stat5a,Hdac2,Taf1,Kat2a,Tcf3,Atf2,Brd4
GO:0042325	Regulation of phosphorylation	11	1591	0.55	0.0087	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000113070,10090.ENSMUSP00000134272	Hdac2,Myc,Taf7,Egr1,Foxm1,Pml,Sox2,Tcf3,Klf4,Brd4,Nelfe
GO:0043618	Regulation of transcription from rna polymerase ii promoter in response to stress	3	54	1.45	0.0087	10090.ENSMUSP00000069616,10090.ENSMUSP00000098895,10090.ENSMUSP00000130221	Egr1,Taf1,Sin3a
GO:2000648	Positive regulation of stem cell proliferation	3	54	1.45	0.0087	10090.ENSMUSP00000012540,10090.ENSMUSP00000043909,10090.ENSMUSP00000096755	Nanog,Nfya,Sox2
GO:2000677	Regulation of transcription regulatory region dna binding	3	54	1.45	0.0087	10090.ENSMUSP00000098895,10090.ENSMUSP00000103245,10090.ENSMUSP00000130221	Taf1,Klf4,Sin3a
GO:0001819	Positive regulation of cytokine production	6	436	0.85	0.0093	10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000023673,10090.ENSMUSP00000069616,10090.ENSMUSP00000107641	Stat5a,Brca1,Hdac2,Runx1,Egr1,Atf2
GO:0014013	Regulation of gliogenesis	4	147	1.14	0.0096	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000045993,10090.ENSMUSP00000099434	Hdac2,Myc,Mycn,E2f1
GO:0048609	Multicellular organismal reproductive process	8	848	0.68	0.0097	10090.ENSMUSP00000004145,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000069616,10090.ENSMUSP00000080765,10090.ENSMUSP00000085423,10090.ENSMUSP00000099434,10090.ENSMUSP00000124317	Stat5a,Xrn2,Kdm2b,Egr1,Zfp42,Zfx,E2f1,Tbp
GO:0060284	Regulation of cell development	9	1086	0.63	0.0097	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000045993,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000130221	Hdac2,Myc,Runx1,Mycn,Sox2,E2f1,Tcf3,Klf4,Sin3a
GO:0043967	Histone h4 acetylation	3	57	1.43	0.0098	10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000113070	Kat2a,Tcf3,Brd4
GO:0009314	Response to radiation	6	444	0.84	0.0100	10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000125729	Brca1,Myc,Egr1,Pml,Taf1,Usf1
GO:0010212	Response to ionizing radiation	4	151	1.13	0.0104	10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816	Brca1,Myc,Egr1,Pml
GO:0045597	Positive regulation of cell differentiation	9	1103	0.62	0.0106	10090.ENSMUSP00000004145,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000130221	Stat5a,Hdac2,Myc,Runx1,Sox2,Kat2a,E2f1,Tcf3,Sin3a
GO:0051123	RNA polymerase II preinitiation complex assembly	2	10	2.01	0.0106	10090.ENSMUSP00000065645,10090.ENSMUSP00000124317	Taf7,Tbp
GO:0071156	Regulation of cell cycle arrest	3	59	1.42	0.0106	10090.ENSMUSP00000017290,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816	Brca1,Foxm1,Pml
GO:1901724	Positive regulation of cell proliferation involved in kidney development	2	10	2.01	0.0106	10090.ENSMUSP00000022971,10090.ENSMUSP00000069616	Myc,Egr1
GO:0010332	Response to gamma radiation	3	60	1.41	0.0109	10090.ENSMUSP00000022971,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816	Myc,Egr1,Pml
GO:0021537	Telencephalon development	5	288	0.95	0.0109	10090.ENSMUSP00000019911,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407	Hdac2,Xrn2,Kdm2b,Sox2,Kat2a
GO:0042770	Signal transduction in response to dna damage	3	61	1.4	0.0114	10090.ENSMUSP00000017290,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816	Brca1,Foxm1,Pml
GO:0048699	Generation of neurons	11	1660	0.53	0.0115	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000028921,10090.ENSMUSP00000045281,10090.ENSMUSP00000045993,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000130221	Hdac2,Myc,Runx1,Xrn2,Pbx3,Mycn,Sox2,E2f1,Tcf3,Klf4,Sin3a
GO:0001666	Response to hypoxia	5	294	0.94	0.0119	10090.ENSMUSP00000022971,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000099434,10090.ENSMUSP00000125729	Myc,Egr1,Pml,E2f1,Usf1
GO:0009628	Response to abiotic stimulus	9	1126	0.61	0.0119	10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000099434,10090.ENSMUSP00000107641,10090.ENSMUSP00000125729	Brca1,Myc,Egr1,Pml,Sox2,Taf1,E2f1,Atf2,Usf1
GO:0010720	Positive regulation of cell development	7	661	0.73	0.0119	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000130221	Hdac2,Myc,Runx1,Sox2,E2f1,Tcf3,Sin3a
GO:0043388	Positive regulation of dna binding	3	63	1.39	0.0122	10090.ENSMUSP00000022971,10090.ENSMUSP00000103245,10090.ENSMUSP00000113070	Myc,Klf4,Brd4
GO:0007369	Gastrulation	4	163	1.1	0.0131	10090.ENSMUSP00000012540,10090.ENSMUSP00000025271,10090.ENSMUSP00000096755,10090.ENSMUSP00000100979	Nanog,Pou5f1,Sox2,Tcf3
GO:0048754	Branching morphogenesis of an epithelial tube	4	163	1.1	0.0131	10090.ENSMUSP00000022971,10090.ENSMUSP00000045993,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755	Myc,Mycn,Pml,Sox2
GO:0001710	Mesodermal cell fate commitment	2	12	1.93	0.0139	10090.ENSMUSP00000012540,10090.ENSMUSP00000025271	Nanog,Pou5f1
GO:0010870	Positive regulation of receptor biosynthetic process	2	12	1.93	0.0139	10090.ENSMUSP00000019911,10090.ENSMUSP00000106988	Hdac2,Nr1h3
GO:0045931	Positive regulation of mitotic cell cycle	4	167	1.09	0.0141	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Stat5a,Nanog,Brd4,Sin3a
GO:0048146	Positive regulation of fibroblast proliferation	3	67	1.36	0.0142	10090.ENSMUSP00000022971,10090.ENSMUSP00000082816,10090.ENSMUSP00000099434	Myc,Pml,E2f1
GO:0045765	Regulation of angiogenesis	5	313	0.91	0.0152	10090.ENSMUSP00000017290,10090.ENSMUSP00000023673,10090.ENSMUSP00000082816,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641	Brca1,Runx1,Pml,Klf4,Atf2
GO:0032922	Circadian regulation of gene expression	3	69	1.35	0.0154	10090.ENSMUSP00000019911,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816	Hdac2,Egr1,Pml
GO:0034244	Negative regulation of transcription elongation from rna polymerase ii promoter	2	13	1.9	0.0157	10090.ENSMUSP00000030993,10090.ENSMUSP00000134272	Nelfa,Nelfe
GO:0048541	Peyers patch development	2	13	1.9	0.0157	10090.ENSMUSP00000004145,10090.ENSMUSP00000100979	Stat5a,Tcf3
GO:0048732	Gland development	6	493	0.8	0.0157	10090.ENSMUSP00000004145,10090.ENSMUSP00000023673,10090.ENSMUSP00000064366,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755	Stat5a,Runx1,Klf1,Foxm1,Pml,Sox2
GO:0072216	Positive regulation of metanephros development	2	13	1.9	0.0157	10090.ENSMUSP00000022971,10090.ENSMUSP00000069616	Myc,Egr1
GO:0001932	Regulation of protein phosphorylation	10	1449	0.55	0.0159	10090.ENSMUSP00000019911,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000113070,10090.ENSMUSP00000134272	Hdac2,Taf7,Egr1,Foxm1,Pml,Sox2,Tcf3,Klf4,Brd4,Nelfe
GO:0009968	Negative regulation of signal transduction	9	1181	0.59	0.0160	10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000025271,10090.ENSMUSP00000039098,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000096755,10090.ENSMUSP00000103245	Nanog,Brca1,Hdac2,Pou5f1,Cnot3,Egr1,Foxm1,Sox2,Klf4
GO:0010942	Positive regulation of cell death	7	708	0.7	0.0169	10090.ENSMUSP00000018005,10090.ENSMUSP00000022971,10090.ENSMUSP00000045993,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000099434,10090.ENSMUSP00000107641	Mybl2,Myc,Mycn,Egr1,Pml,E2f1,Atf2
GO:0022414	Reproductive process	10	1467	0.54	0.0174	10090.ENSMUSP00000004145,10090.ENSMUSP00000012540,10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000069616,10090.ENSMUSP00000080765,10090.ENSMUSP00000085423,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000124317	Stat5a,Nanog,Xrn2,Kdm2b,Egr1,Zfp42,Zfx,Sox2,E2f1,Tbp
GO:0033147	Negative regulation of intracellular estrogen receptor signaling pathway	2	14	1.86	0.0174	10090.ENSMUSP00000017290,10090.ENSMUSP00000039098	Brca1,Cnot3
GO:0045647	Negative regulation of erythrocyte differentiation	2	14	1.86	0.0174	10090.ENSMUSP00000004145,10090.ENSMUSP00000100979	Stat5a,Tcf3
GO:0006996	Organelle organization	15	3066	0.4	0.0177	10090.ENSMUSP00000002180,10090.ENSMUSP00000015003,10090.ENSMUSP00000017290,10090.ENSMUSP00000018005,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000038229,10090.ENSMUSP00000064366,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000107641,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Spi1,E2f4,Brca1,Mybl2,Hdac2,Myc,Kdm2b,Klf1,Pml,Taf1,Kat2a,Tcf3,Atf2,Brd4,Sin3a
GO:0048562	Embryonic organ morphogenesis	5	327	0.89	0.0177	10090.ENSMUSP00000001706,10090.ENSMUSP00000022971,10090.ENSMUSP00000038229,10090.ENSMUSP00000045993,10090.ENSMUSP00000096755	Hoxc9,Myc,Kdm2b,Mycn,Sox2
GO:0050767	Regulation of neurogenesis	8	948	0.64	0.0177	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000045993,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000130221	Hdac2,Myc,Mycn,Sox2,E2f1,Tcf3,Klf4,Sin3a
GO:0048646	Anatomical structure formation involved in morphogenesis	8	952	0.63	0.0181	10090.ENSMUSP00000012540,10090.ENSMUSP00000019911,10090.ENSMUSP00000025271,10090.ENSMUSP00000038229,10090.ENSMUSP00000039098,10090.ENSMUSP00000096755,10090.ENSMUSP00000099407,10090.ENSMUSP00000107641	Nanog,Hdac2,Pou5f1,Kdm2b,Cnot3,Sox2,Kat2a,Atf2
GO:0060788	Ectodermal placode formation	2	15	1.83	0.0190	10090.ENSMUSP00000019911,10090.ENSMUSP00000096755	Hdac2,Sox2
GO:0072331	Signal transduction by p53 class mediator	3	76	1.31	0.0190	10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000099434	Foxm1,Pml,E2f1
GO:0002682	Regulation of immune system process	9	1252	0.57	0.0227	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000022971,10090.ENSMUSP00000023673,10090.ENSMUSP00000082816,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000106988,10090.ENSMUSP00000130221	Spi1,Stat5a,Myc,Runx1,Pml,Kat2a,Tcf3,Nr1h3,Sin3a
GO:0030162	Regulation of proteolysis	7	753	0.68	0.0228	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000098895,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988	Hdac2,Myc,Pml,Sox2,Taf1,Klf4,Nr1h3
GO:0043525	Positive regulation of neuron apoptotic process	3	82	1.27	0.0228	10090.ENSMUSP00000018005,10090.ENSMUSP00000069616,10090.ENSMUSP00000107641	Mybl2,Egr1,Atf2
GO:0051099	Positive regulation of binding	4	197	1.02	0.0230	10090.ENSMUSP00000022971,10090.ENSMUSP00000098895,10090.ENSMUSP00000103245,10090.ENSMUSP00000113070	Myc,Taf1,Klf4,Brd4
GO:1902894	Negative regulation of pri-mirna transcription by rna polymerase ii	2	17	1.78	0.0230	10090.ENSMUSP00000019911,10090.ENSMUSP00000025271	Hdac2,Pou5f1
GO:0010389	Regulation of g2/m transition of mitotic cell cycle	3	83	1.27	0.0232	10090.ENSMUSP00000017290,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Brca1,Brd4,Sin3a
GO:0007283	Spermatogenesis	6	542	0.75	0.0233	10090.ENSMUSP00000028921,10090.ENSMUSP00000038229,10090.ENSMUSP00000080765,10090.ENSMUSP00000085423,10090.ENSMUSP00000099434,10090.ENSMUSP00000124317	Xrn2,Kdm2b,Zfp42,Zfx,E2f1,Tbp
GO:1904018	Positive regulation of vasculature development	4	201	1.01	0.0246	10090.ENSMUSP00000017290,10090.ENSMUSP00000023673,10090.ENSMUSP00000069616,10090.ENSMUSP00000103245	Brca1,Runx1,Egr1,Klf4
GO:0080134	Regulation of response to stress	9	1273	0.56	0.0250	10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Stat5a,Brca1,Myc,Foxm1,Pml,Klf4,Nr1h3,Brd4,Sin3a
GO:0014015	Positive regulation of gliogenesis	3	86	1.25	0.0251	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000099434	Hdac2,Myc,E2f1
GO:0042659	Regulation of cell fate specification	2	18	1.76	0.0251	10090.ENSMUSP00000012540,10090.ENSMUSP00000025271	Nanog,Pou5f1
GO:0050910	Detection of mechanical stimulus involved in sensory perception of sound	2	18	1.76	0.0251	10090.ENSMUSP00000022971,10090.ENSMUSP00000096755	Myc,Sox2
GO:0062012	Regulation of small molecule metabolic process	5	360	0.85	0.0251	10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000069616,10090.ENSMUSP00000099407,10090.ENSMUSP00000106988	Brca1,Myc,Egr1,Kat2a,Nr1h3
GO:0010948	Negative regulation of cell cycle process	4	204	1.0	0.0255	10090.ENSMUSP00000017290,10090.ENSMUSP00000082816,10090.ENSMUSP00000099407,10090.ENSMUSP00000103245	Brca1,Pml,Kat2a,Klf4
GO:2000377	Regulation of reactive oxygen species metabolic process	4	205	1.0	0.0258	10090.ENSMUSP00000017290,10090.ENSMUSP00000045993,10090.ENSMUSP00000073041,10090.ENSMUSP00000103245	Brca1,Mycn,Foxm1,Klf4
GO:0048585	Negative regulation of response to stimulus	10	1571	0.51	0.0265	10090.ENSMUSP00000012540,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000025271,10090.ENSMUSP00000039098,10090.ENSMUSP00000069616,10090.ENSMUSP00000073041,10090.ENSMUSP00000096755,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988	Nanog,Brca1,Hdac2,Pou5f1,Cnot3,Egr1,Foxm1,Sox2,Klf4,Nr1h3
GO:0006353	DNA-templated transcription, termination	2	19	1.73	0.0270	10090.ENSMUSP00000028921,10090.ENSMUSP00000076208	Xrn2,Ttf2
GO:0006464	Cellular protein modification process	13	2524	0.42	0.0272	10090.ENSMUSP00000002180,10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000038229,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000099407,10090.ENSMUSP00000100979,10090.ENSMUSP00000107641,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Spi1,Stat5a,Brca1,Hdac2,Myc,Kdm2b,Pml,Taf1,Kat2a,Tcf3,Atf2,Brd4,Sin3a
GO:0007050	Cell cycle arrest	3	90	1.23	0.0277	10090.ENSMUSP00000022971,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755	Myc,Pml,Sox2
GO:0001779	Natural killer cell differentiation	2	20	1.71	0.0292	10090.ENSMUSP00000004145,10090.ENSMUSP00000100979	Stat5a,Tcf3
GO:0060252	Positive regulation of glial cell proliferation	2	20	1.71	0.0292	10090.ENSMUSP00000022971,10090.ENSMUSP00000099434	Myc,E2f1
GO:1901654	Response to ketone	4	214	0.98	0.0293	10090.ENSMUSP00000012540,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000130221	Nanog,Klf4,Nr1h3,Sin3a
GO:0019216	Regulation of lipid metabolic process	5	377	0.83	0.0294	10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000069616,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988	Stat5a,Brca1,Egr1,Klf4,Nr1h3
GO:0043281	Regulation of cysteine-type endopeptidase activity involved in apoptotic process	4	216	0.98	0.0302	10090.ENSMUSP00000022971,10090.ENSMUSP00000082816,10090.ENSMUSP00000096755,10090.ENSMUSP00000103245	Myc,Pml,Sox2,Klf4
GO:2001020	Regulation of response to dna damage stimulus	4	217	0.98	0.0306	10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000073041,10090.ENSMUSP00000082816	Brca1,Myc,Foxm1,Pml
GO:0030218	Erythrocyte differentiation	3	94	1.21	0.0307	10090.ENSMUSP00000002180,10090.ENSMUSP00000064366,10090.ENSMUSP00000100979	Spi1,Klf1,Tcf3
GO:0050769	Positive regulation of neurogenesis	6	579	0.73	0.0307	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000096755,10090.ENSMUSP00000099434,10090.ENSMUSP00000100979,10090.ENSMUSP00000130221	Hdac2,Myc,Sox2,E2f1,Tcf3,Sin3a
GO:0045930	Negative regulation of mitotic cell cycle	4	218	0.97	0.0308	10090.ENSMUSP00000017290,10090.ENSMUSP00000082816,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641	Brca1,Pml,Klf4,Atf2
GO:0009725	Response to hormone	7	812	0.65	0.0320	10090.ENSMUSP00000004145,10090.ENSMUSP00000017290,10090.ENSMUSP00000065645,10090.ENSMUSP00000069616,10090.ENSMUSP00000106025,10090.ENSMUSP00000106988,10090.ENSMUSP00000125729	Stat5a,Brca1,Taf7,Egr1,Max,Nr1h3,Usf1
GO:0032652	Regulation of interleukin-1 production	3	97	1.2	0.0330	10090.ENSMUSP00000019911,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816	Hdac2,Egr1,Pml
GO:2000678	Negative regulation of transcription regulatory region dna binding	2	22	1.67	0.0335	10090.ENSMUSP00000098895,10090.ENSMUSP00000130221	Taf1,Sin3a
GO:0006915	Apoptotic process	7	825	0.64	0.0345	10090.ENSMUSP00000002180,10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000082816,10090.ENSMUSP00000099434,10090.ENSMUSP00000106025,10090.ENSMUSP00000107641	Spi1,Brca1,Myc,Pml,E2f1,Max,Atf2
GO:0034599	Cellular response to oxidative stress	4	230	0.95	0.0363	10090.ENSMUSP00000019911,10090.ENSMUSP00000082816,10090.ENSMUSP00000103245,10090.ENSMUSP00000130221	Hdac2,Pml,Klf4,Sin3a
GO:0060828	Regulation of canonical wnt signaling pathway	4	230	0.95	0.0363	10090.ENSMUSP00000019911,10090.ENSMUSP00000025271,10090.ENSMUSP00000069616,10090.ENSMUSP00000096755	Hdac2,Pou5f1,Egr1,Sox2
GO:0051090	Regulation of dna-binding transcription factor activity	5	405	0.8	0.0381	10090.ENSMUSP00000019911,10090.ENSMUSP00000098895,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000107641	Hdac2,Taf1,Tcf3,Klf4,Atf2
GO:0030522	Intracellular receptor signaling pathway	3	105	1.17	0.0399	10090.ENSMUSP00000065645,10090.ENSMUSP00000082816,10090.ENSMUSP00000106988	Taf7,Pml,Nr1h3
GO:0110110	Positive regulation of animal organ morphogenesis	3	105	1.17	0.0399	10090.ENSMUSP00000022971,10090.ENSMUSP00000025271,10090.ENSMUSP00000082816	Myc,Pou5f1,Pml
GO:0001829	Trophectodermal cell differentiation	2	25	1.61	0.0410	10090.ENSMUSP00000025271,10090.ENSMUSP00000039098	Pou5f1,Cnot3
GO:2001022	Positive regulation of response to dna damage stimulus	3	107	1.16	0.0416	10090.ENSMUSP00000017290,10090.ENSMUSP00000022971,10090.ENSMUSP00000073041	Brca1,Myc,Foxm1
GO:0061448	Connective tissue development	4	244	0.92	0.0438	10090.ENSMUSP00000023673,10090.ENSMUSP00000045993,10090.ENSMUSP00000069616,10090.ENSMUSP00000107641	Runx1,Mycn,Egr1,Atf2
GO:0044092	Negative regulation of molecular function	8	1126	0.56	0.0441	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000065645,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000099434,10090.ENSMUSP00000103245,10090.ENSMUSP00000130221	Hdac2,Myc,Taf7,Pml,Taf1,E2f1,Klf4,Sin3a
GO:0044093	Positive regulation of molecular function	10	1711	0.48	0.0455	10090.ENSMUSP00000019911,10090.ENSMUSP00000022971,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000098895,10090.ENSMUSP00000100979,10090.ENSMUSP00000103245,10090.ENSMUSP00000106988,10090.ENSMUSP00000107641,10090.ENSMUSP00000113070	Hdac2,Myc,Egr1,Pml,Taf1,Tcf3,Klf4,Nr1h3,Atf2,Brd4
GO:0010971	Positive regulation of g2/m transition of mitotic cell cycle	2	27	1.58	0.0463	10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Brd4,Sin3a
GO:0043586	Tongue development	2	27	1.58	0.0463	10090.ENSMUSP00000019911,10090.ENSMUSP00000096755	Hdac2,Sox2
GO:0072422	Signal transduction involved in dna damage checkpoint	2	27	1.58	0.0463	10090.ENSMUSP00000017290,10090.ENSMUSP00000082816	Brca1,Pml
GO:0043065	Positive regulation of apoptotic process	6	641	0.68	0.0471	10090.ENSMUSP00000018005,10090.ENSMUSP00000022971,10090.ENSMUSP00000069616,10090.ENSMUSP00000082816,10090.ENSMUSP00000099434,10090.ENSMUSP00000107641	Mybl2,Myc,Egr1,Pml,E2f1,Atf2
GO:0090068	Positive regulation of cell cycle process	4	252	0.91	0.0479	10090.ENSMUSP00000017290,10090.ENSMUSP00000082816,10090.ENSMUSP00000113070,10090.ENSMUSP00000130221	Brca1,Pml,Brd4,Sin3a
GO:0051091	Positive regulation of dna-binding transcription factor activity	4	253	0.91	0.0484	10090.ENSMUSP00000019911,10090.ENSMUSP00000098895,10090.ENSMUSP00000100979,10090.ENSMUSP00000107641	Hdac2,Taf1,Tcf3,Atf2
GO:0035162	Embryonic hemopoiesis	2	28	1.56	0.0485	10090.ENSMUSP00000023673,10090.ENSMUSP00000064366	Runx1,Klf1
GO:0007093	Mitotic cell cycle checkpoint	3	116	1.12	0.0498	10090.ENSMUSP00000017290,10090.ENSMUSP00000082816,10090.ENSMUSP00000107641	Brca1,Pml,Atf2
