NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	47	39		
GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	18	16		
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	189	137		
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	111	74		
GOBP_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL	10		Rejected!	
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	73	57		
GOBP_T_HELPER_CELL_LINEAGE_COMMITMENT	17		Rejected!	
GOBP_T_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE	5		Rejected!	
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	79	67		
GOBP_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	26	22		
GOBP_GERMINAL_CENTER_B_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_MARGINAL_ZONE_B_CELL_DIFFERENTIATION	9		Rejected!	
GOBP_PLASMA_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_MYELOID_PROGENITOR_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	21	20		
GOBP_B_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE	6		Rejected!	
GOBP_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	31		Rejected!	
GOBP_B_CELL_LINEAGE_COMMITMENT	6		Rejected!	
GOBP_IMMATURE_B_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_PRO_B_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_PRE_B_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_MATURE_B_CELL_DIFFERENTIATION	31	27		
GOBP_RESPONSE_TO_TUMOR_CELL	29	19		
GOBP_HISTAMINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	7		Rejected!	
GOBP_DEFENSE_RESPONSE_TO_TUMOR_CELL	5		Rejected!	
GOBP_T_CELL_LINEAGE_COMMITMENT	27	20		
GOBP_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	93	72		
GOBP_T_CELL_CYTOKINE_PRODUCTION	36	26		
GOBP_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION	9		Rejected!	
GOBP_DENDRITIC_CELL_CYTOKINE_PRODUCTION	13		Rejected!	
GOBP_MYELOID_DENDRITIC_CELL_CYTOKINE_PRODUCTION	5		Rejected!	
GOBP_IMMUNOGLOBULIN_PRODUCTION	197	80		
GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE	54	43		
GOBP_MHC_PROTEIN_COMPLEX_ASSEMBLY	7		Rejected!	
GOBP_DENDRITIC_CELL_CHEMOTAXIS	24	18		
GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL	22		Rejected!	
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	9		Rejected!	
GOBP_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	8		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB	7		Rejected!	
GOBP_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	13		Rejected!	
GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	144	79		
GOBP_IMMUNE_COMPLEX_CLEARANCE	5		Rejected!	
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	62	40		
GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	23	19		
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	285	146		
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	873		Rejected!	
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	550	454		
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	351	171		
GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	149	34		
GOBP_T_CELL_MEDIATED_IMMUNITY	102	64		
GOBP_T_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	5		Rejected!	
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	358	191		
GOBP_TOLERANCE_INDUCTION_DEPENDENT_UPON_IMMUNE_RESPONSE	5		Rejected!	
GOBP_GERMINAL_CENTER_FORMATION	14		Rejected!	
GOBP_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	15		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	99	87		
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	14		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_TAP_INDEPENDENT	9		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN	19		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_VIA_ER_PATHWAY	8		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	104	81		
GOBP_TOLERANCE_INDUCTION	28	20		
GOBP_TOLERANCE_INDUCTION_TO_SELF_ANTIGEN	6		Rejected!	
GOBP_T_CELL_TOLERANCE_INDUCTION	14		Rejected!	
GOBP_IMMUNE_SYSTEM_DEVELOPMENT	989		Rejected!	
GOBP_LEUKOCYTE_DIFFERENTIATION	525	428		
GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	18	18		
GOBP_HYPERSENSITIVITY	10		Rejected!	
GOBP_ACUTE_INFLAMMATORY_RESPONSE	107	78		
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE	88	57		
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	69	41		
GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE	7		Rejected!	
GOBP_CHRONIC_INFLAMMATORY_RESPONSE	19	17		
GOBP_MONOCYTE_CHEMOTAXIS	67	43		
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS_VIA_SOMATIC_MUTATION	16		Rejected!	
GOBP_SOMATIC_DIVERSIFICATION_OF_T_CELL_RECEPTOR_GENES	5		Rejected!	
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	204	170		
GOBP_PLATELET_DEGRANULATION	128	111		
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	20	15		
GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	9		Rejected!	
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	5		Rejected!	
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	6		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	7		Rejected!	
GOBP_REGULATION_OF_GERMINAL_CENTER_FORMATION	8		Rejected!	
GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	67	48		
GOBP_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	44	30		
GOBP_REGULATION_OF_TOLERANCE_INDUCTION	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION	8		Rejected!	
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	48	38		
GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	27	22		
GOBP_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	8		Rejected!	
GOBP_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE	13		Rejected!	
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1593		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	403	310		
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1050		Rejected!	
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	205	174		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	46	39		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	133	112		
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	119	98		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	19	16		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	91	75		
GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION	34	29		
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	16		Rejected!	
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	464	287		
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	125	89		
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	219	153		
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	146	106		
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	39	28		
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	99	70		
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	209	144		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	53	31		
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	125	85		
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	157	102		
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	45	24		
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	78	49		
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	52	32		
GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	54	40		
GOBP_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	38	29		
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	48	24		
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	31	17		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	26	17		
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	53	41		
GOBP_NEGATIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	20	18		
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CYTOKINE_PRODUCTION	8		Rejected!	
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	72	68		
GOBP_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	35	32		
GOBP_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	34	33		
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNAL_TRANSDUCTION	118	95		
GOBP_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	7		Rejected!	
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	118	94		
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	48	40		
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	58	44		
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	510	311		
GOBP_IMMUNE_RESPONSE_INHIBITING_SIGNAL_TRANSDUCTION	10		Rejected!	
GOBP_IMMUNE_RESPONSE_INHIBITING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_ANTIMICROBIAL_PEPTIDE_PRODUCTION	9		Rejected!	
GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION	7		Rejected!	
GOBP_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_PRODUCTION	7		Rejected!	
GOBP_REGULATION_OF_ANTIBACTERIAL_PEPTIDE_PRODUCTION	5		Rejected!	
GOBP_PEPTIDE_SECRETION	401	330		
GOBP_REGULATION_OF_PEPTIDE_SECRETION	308	253		
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	76	56		
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	151	130		
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	170	122		
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	52	34		
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	104	74		
GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	27	19		
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	15		Rejected!	
GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	30	23		
GOBP_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	16		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	418	323		
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	100	72		
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	256	196		
GOBP_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	15		Rejected!	
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	7		Rejected!	
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	32	21		
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	12		Rejected!	
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	7		Rejected!	
GOBP_REGULATION_OF_HYPERSENSITIVITY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HYPERSENSITIVITY	5		Rejected!	
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	52	41		
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	17		Rejected!	
GOBP_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	19	17		
GOBP_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	12		Rejected!	
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	137	50		
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	22		Rejected!	
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	6		Rejected!	
GOBP_RESPONSE_TO_ISCHEMIA	50	46		
GOBP_LIPID_HYDROXYLATION	7		Rejected!	
GOBP_DESMOSOME_ORGANIZATION	10		Rejected!	
GOBP_REGIONALIZATION	326	268		
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	957		Rejected!	
GOBP_HEART_MORPHOGENESIS	239	214		
GOBP_SKELETAL_MUSCLE_CONTRACTION	45	38		
GOBP_VOLUNTARY_SKELETAL_MUSCLE_CONTRACTION	6		Rejected!	
GOBP_MUSCLE_SYSTEM_PROCESS	453	371		
GOBP_CIRCULATORY_SYSTEM_PROCESS	610		Rejected!	
GOBP_RENAL_SYSTEM_PROCESS	118	91		
GOBP_HEART_PROCESS	289	248		
GOBP_RESPIRATORY_SYSTEM_PROCESS	33	29		
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	245	208		
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	46	35		
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION	9		Rejected!	
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION_BY_CHEMICAL_SIGNAL	5		Rejected!	
GOBP_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL	7		Rejected!	
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	23		Rejected!	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	90	69		
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	22	15		
GOBP_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	17		Rejected!	
GOBP_RENAL_WATER_HOMEOSTASIS	38	28		
GOBP_REGULATION_OF_GLOMERULAR_FILTRATION	10		Rejected!	
GOBP_RENAL_SODIUM_ION_TRANSPORT	7		Rejected!	
GOBP_RENAL_WATER_TRANSPORT	6		Rejected!	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_ENDOTHELIN	5		Rejected!	
GOBP_HEART_FIELD_SPECIFICATION	18	17		
GOBP_SECONDARY_HEART_FIELD_SPECIFICATION	11		Rejected!	
GOBP_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY_IN_LATERAL_MESODERM	8		Rejected!	
GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS	69	60		
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	25	25		
GOBP_MEMBRANOUS_SEPTUM_MORPHOGENESIS	7		Rejected!	
GOBP_OUTFLOW_TRACT_MORPHOGENESIS	73	68		
GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION	26	24		
GOBP_ENDOCARDIUM_DEVELOPMENT	11		Rejected!	
GOBP_ENDOTHELIUM_DEVELOPMENT	137	116		
GOBP_MORPHOGENESIS_OF_AN_ENDOTHELIUM	19	18		
GOBP_ENDOCARDIUM_MORPHOGENESIS	6		Rejected!	
GOBP_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT	13		Rejected!	
GOBP_SINOATRIAL_NODE_DEVELOPMENT	6		Rejected!	
GOBP_HEART_VALVE_DEVELOPMENT	61	60		
GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	25	24		
GOBP_MITRAL_VALVE_DEVELOPMENT	11		Rejected!	
GOBP_TRICUSPID_VALVE_DEVELOPMENT	6		Rejected!	
GOBP_PULMONARY_VALVE_DEVELOPMENT	21	20		
GOBP_AORTIC_VALVE_MORPHOGENESIS	31	31		
GOBP_PULMONARY_VALVE_MORPHOGENESIS	17	16		
GOBP_TRICUSPID_VALVE_MORPHOGENESIS	5		Rejected!	
GOBP_HEART_VALVE_FORMATION	14		Rejected!	
GOBP_ATRIOVENTRICULAR_VALVE_FORMATION	8		Rejected!	
GOBP_ENDOCARDIAL_CUSHION_DEVELOPMENT	42	42		
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION	16	16		
GOBP_ENDOCARDIAL_CUSHION_MORPHOGENESIS	33	33		
GOBP_CARDIAC_CHAMBER_DEVELOPMENT	151	141		
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS	115	108		
GOBP_CARDIAC_CHAMBER_FORMATION	12		Rejected!	
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS	69	64		
GOBP_CARDIAC_ATRIUM_MORPHOGENESIS	29	28		
GOBP_CARDIAC_VENTRICLE_FORMATION	9		Rejected!	
GOBP_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS	14		Rejected!	
GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS	20	19		
GOBP_VENTRICULAR_TRABECULA_MYOCARDIUM_MORPHOGENESIS	13		Rejected!	
GOBP_VENTRICULAR_COMPACT_MYOCARDIUM_MORPHOGENESIS	8		Rejected!	
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	8		Rejected!	
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	50	46		
GOBP_CARDIAC_ATRIUM_DEVELOPMENT	35	33		
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT	114	105		
GOBP_GROWTH_INVOLVED_IN_HEART_MORPHOGENESIS	5		Rejected!	
GOBP_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS	7		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION	44	37		
GOBP_CARDIOBLAST_PROLIFERATION	8		Rejected!	
GOBP_REGULATION_OF_SECONDARY_HEART_FIELD_CARDIOBLAST_PROLIFERATION	6		Rejected!	
GOBP_ENDOCARDIAL_CUSHION_FORMATION	24	24		
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS	5		Rejected!	
GOBP_CARDIAC_SEPTUM_DEVELOPMENT	96	90		
GOBP_VENTRICULAR_SEPTUM_DEVELOPMENT	64	60		
GOBP_ATRIAL_SEPTUM_DEVELOPMENT	22	21		
GOBP_SEPTUM_PRIMUM_DEVELOPMENT	5		Rejected!	
GOBP_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS	28	19		
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	33	22		
GOBP_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	12		Rejected!	
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	7		Rejected!	
GOBP_PANCREATIC_A_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE_BY_EPINEPHRINE_NOREPINEPHRINE	7		Rejected!	
GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT	20	19		
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	8		Rejected!	
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	96	82		
GOBP_KERATINOCYTE_DEVELOPMENT	10		Rejected!	
GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	12		Rejected!	
GOBP_METANEPHROS_MORPHOGENESIS	31	29		
GOBP_REGULATION_OF_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	7		Rejected!	
GOBP_CILIUM_MOVEMENT	164	107		
GOBP_PERICARDIUM_MORPHOGENESIS	9		Rejected!	
GOBP_REGULATION_OF_CILIUM_MOVEMENT	35	21		
GOBP_POSITIVE_REGULATION_OF_CILIUM_MOVEMENT	12		Rejected!	
GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY	14		Rejected!	
GOBP_NORADRENERGIC_NEURON_DIFFERENTIATION	7		Rejected!	
